"Project Name","Address","No. of Units","Area (sqm)","Type of Area","Transacted Price ($)","Unit Price ($ psm)","Unit Price ($ psf)","Contract Date","Property Type","Tenure","Completion Date","Type of Sale","Purchaser Address Indicator","Postal District","Postal Sector","Postal Code","Planning Region","Planning Area","Postal Code","latitude","longitude"
"N.A.","32 Paya Lebar Crescent ","1","148","Land","2880000","19473","1809","2013-08-07","Terrace House","Freehold","Unknown","Resale","Private","19","53","536057","North East Region","Hougang","536057","1.34964866802258","103.882051166859"
"N.A.","1C Jalan Kechot ","1","345","Land","3900000","11298","1050","2013-12-23","Detached House","Freehold","1996","Resale","Private","14","41","419170","East Region","Bedok","419170","1.32168395028777","103.905811530607"
"N.A.","38 Ceylon Road ","1","306","Land","4100000","13394","1244","2013-08-05","Semi-Detached House","Freehold","1989","Resale","Private","15","42","429629","Central Region","Marine Parade","429629","1.30631977450006","103.902511363333"
"N.A.","41 Everitt Road ","1","158","Land","2780000","17584","1634","2014-01-14","Terrace House","Freehold","1993","Resale","Private","15","42","428594","Central Region","Geylang","428594","1.31316824656466","103.903232747235"
"N.A.","3 Jalan Sedap ","1","316","Land","4850000","15363","1427","2013-08-19","Semi-Detached House","Freehold","Unknown","Resale","Private","15","43","438259","Central Region","Marine Parade","438259","1.2998819112909","103.894383934586"
"N.A.","14 Jalan Gumilang ","1","208","Land","2380000","11442","1063","2013-12-10","Terrace House","Freehold","Unknown","Resale","Private","23","66","668853","West Region","Bukit Batok","668853","1.35856141817799","103.761211079061"
"N.A.","59 Jalan Riang ","1","165","Land","2400000","14519","1349","2013-08-22","Terrace House","Freehold","Unknown","Resale","Private","13","35","359024","North East Region","Serangoon","359024","1.3465321818709","103.866302183297"
"N.A.","31 Everton Road ","1","121","Land","3600000","29801","2769","2013-11-18","Terrace House","Freehold","Unknown","Resale","Private","02","08","089386","Central Region","Bukit Merah","089386","1.27647248565523","103.837846588288"
"N.A.","37 Jalan Mas Kuning ","1","152","Land","2000000","13123","1219","2013-08-15","Terrace House","Freehold","Unknown","Resale","Private","05","12","128729","West Region","Clementi","128729","1.30819927498923","103.763585251254"
"N.A.","9A Toh Drive ","1","279","Land","3850000","13794","1282","2013-11-15","Semi-Detached House","Freehold","2013","Resale","HDB","17","50","507902","East Region","Pasir Ris","507902","1.36371124577713","103.973915057581"
"N.A.","3D Fowlie Road ","1","160","Land","2220000","13840","1286","2013-10-01","Terrace House","Freehold","1952","Resale","HDB","15","42","428477","Central Region","Marine Parade","428477","1.30663819927471","103.903032081654"
"N.A.","10 Jalan Krian ","1","224","Land","3000000","13375","1243","2014-01-17","Terrace House","Freehold","1991","Resale","HDB","14","41","419073","East Region","Bedok","419073","1.32416310093987","103.916844200009"
"N.A.","146A Joo Chiat Terrace ","1","111","Strata","1050000","9459","879","2013-08-22","Apartment","Freehold","1987","Resale","Private","15","42","427290","Central Region","Geylang","427290","1.31449552684772","103.903795322828"
"N.A.","5A Duchess Road ","1","151","Strata","2900000","19205","1784","2013-11-14","Apartment","999 Yrs From 27/12/1875","1985","Resale","Private","10","26","268979","Central Region","Bukit Timah","268979","1.32479858991419","103.80835452333"
"N.A.","27B Bright Hill Crescent ","1","205","Land","3535000","17261","1604","2013-08-20","Semi-Detached House","Freehold","2003","Resale","Private","20","57","574034","Central Region","Bishan","574034","1.35713733794001","103.833384873262"
"N.A.","61 Moonstone Lane ","1","266","Land","2620000","9868","917","2013-11-14","Semi-Detached House","Freehold","Unknown","Resale","HDB","12","32","328486","Central Region","Kallang","328486","1.32824357017704","103.864709249687"
"N.A.","8 Nassim Hill  #05-06 ","1","300","Strata","8027000","26757","2486","2013-09-10","Apartment","Freehold","2010","Resale","Private","10","25","258484","Central Region","Tanglin","258484","1.30579791499476","103.823602727272"
"N.A.","1 Duchess Road ","1","151","Strata","2900000","19205","1784","2013-11-14","Apartment","999 Yrs From 27/12/1875","1985","Resale","Private","10","26","268977","Central Region","Bukit Timah","268977","1.32494530777643","103.808452773331"
"N.A.","21 Jalan Rimau ","1","305","Land","3800000","12463","1158","2013-08-28","Semi-Detached House","Freehold","1996","Resale","Private","14","41","418731","East Region","Bedok","418731","1.32871810800682","103.908281617068"
"N.A.","3 Duchess Road ","1","151","Strata","2900000","19205","1784","2013-11-14","Apartment","999 Yrs From 27/12/1875","1985","Resale","Private","10","26","268978","Central Region","Bukit Timah","268978","1.32494530777643","103.808452773331"
"N.A.","12 Jalan Tari Zapin ","1","203","Land","2888000","14248","1324","2013-08-16","Semi-Detached House","999 Yrs From 01/01/1879","Unknown","Resale","HDB","28","79","799059","North East Region","Sengkang","799059","1.39747167341053","103.871987749812"
"N.A.","5 Duchess Road ","1","151","Strata","2900000","19205","1784","2013-11-14","Apartment","999 Yrs From 27/12/1875","1985","Resale","Private","10","26","268979","Central Region","Bukit Timah","268979","1.32479858991419","103.80835452333"
"N.A.","5 Chestnut Lane ","1","155","Land","2450000","15806","1468","2013-09-06","Terrace House","Freehold","1994","Resale","Private","23","67","679178","West Region","Bukit Panjang","679178","1.36720416115533","103.768401626377"
"N.A.","24 White House Park ","1","1530","Land","20000000","13073","1214","2013-11-13","Detached House","Freehold","1983","Resale","HDB","10","25","257608","Central Region","Tanglin","257608","1.31774409659569","103.822828546819"
"N.A.","602 Lorong 3 Geylang ","1","67","Land","175000","2596","241","2013-09-13","Terrace House","60 Yrs From 01/01/1961","Unknown","Resale","Private","14","38","389002","Central Region","Kallang","389002","1.31779820159495","103.873207318938"
"N.A.","23 Kerong Lane ","1","168","Land","2310000","13758","1278","2013-10-23","Terrace House","99 Yrs From 21/07/2008","2010","Resale","HDB","27","75","757231","North Region","Sembawang","757231","1.4597018687935","103.838824315424"
"N.A.","150B Joo Chiat Terrace ","1","173","Strata","1800000","10405","967","2013-08-15","Terrace House","Freehold","1991","Resale","Private","15","42","427294","Central Region","Geylang","427294","1.31467351793691","103.903905176398"
"N.A.","61 Jalan Lembah Thomson ","1","256","Land","3128000","12238","1137","2013-11-08","Terrace House","Freehold","1988","Resale","Private","20","57","577531","Central Region","Bishan","577531","1.35193041861484","103.83165719387"
"N.A.","18A Joan Road ","1","1466","Land","23300000","15899","1477","2013-08-01","Detached House","Freehold","2005","Resale","Private","11","29","298904","Central Region","Novena","298904","1.33637972509746","103.83581904413"
"N.A.","42 Clover Avenue ","1","156","Land","2900000","18566","1725","2013-10-24","Terrace House","Freehold","Unknown","Resale","Private","20","57","579329","Central Region","Bishan","579329","1.35008761677732","103.843532929776"
"N.A.","85 Kheam Hock Road ","1","464","Land","8100000","17449","1621","2013-10-04","Detached House","Freehold","1996","Resale","Private","11","29","298849","Central Region","Novena","298849","1.3293876187218","103.819778748344"
"N.A.","24C East Coast Avenue ","1","326","Land","1900000","5830","542","2013-11-12","Terrace House","Freehold","1995","Resale","Private","15","45","459257","East Region","Bedok","459257","1.30990414582125","103.923829174619"
"N.A.","27B Hoot Kiam Road ","1","113","Strata","1450000","12832","1192","2013-09-20","Apartment","Freehold","Unknown","Resale","Private","10","24","249408","Central Region","Tanglin","249408","1.29648247334049","103.830003209712"
"N.A.","1 Andrews Terrace ","1","227","Land","2370000","10422","968","2013-12-09","Terrace House","99 Yrs From 28/01/2008","2011","Resale","Private","27","75","757417","North Region","Sembawang","757417","1.45884227902704","103.837743210238"
"N.A.","20 Jalan Wajek ","1","764","Land","3980000","5209","484","2013-10-01","Detached House","99 Yrs From 28/03/1952","1992","Resale","Private","21","58","588473","Central Region","Bukit Timah","588473","1.34042983867928","103.781724617879"
"N.A.","37 Kang Choo Bin Road ","1","442","Land","4400000","9950","924","2013-11-12","Terrace House","999 Yrs From 19/02/1883","Unknown","Resale","Private","19","54","548309","North East Region","Hougang","548309","1.3644485721422","103.882187637367"
"N.A.","7 Namly View ","1","1045","Land","16280000","15574","1447","2013-08-23","Detached House","Freehold","1979","Resale","Private","10","26","267082","Central Region","Bukit Timah","267082","1.32535524557513","103.798228422285"
"N.A.","31 Ponggol Twenty-Fourth Avenue ","1","898","Land","7020000","7822","727","2013-11-11","Detached House","999 Yrs From 01/05/1874","Unknown","Resale","Private","19","82","829497","North East Region","Punggol","829497","1.41942637016817","103.909364952726"
"N.A.","14 Yio Chu Kang Gardens ","1","214","Land","2000000","9333","867","2013-08-12","Semi-Detached House","99 Yrs From 14/05/1993","1995","Resale","Private","20","56","568158","North East Region","Ang Mo Kio","568158","1.38037149346281","103.837247588596"
"N.A.","139 Braddell Road ","1","491","Land","4100000","8349","776","2013-12-20","Detached House","Freehold","1986","Resale","HDB","13","35","359923","Central Region","Toa Payoh","359923","1.34343354230965","103.862916706345"
"N.A.","10 Harvey Crescent ","1","212","Land","3980000","18774","1744","2013-08-12","Terrace House","999 Yrs From 01/05/1972","Unknown","Resale","Private","16","48","489372","East Region","Tampines","489372","1.34028645867151","103.954378644458"
"N.A.","2 Topaz Road  #03-01 ","1","100","Strata","950000","9500","883","2013-12-06","Apartment","Freehold","1993","Resale","Private","12","32","327848","Central Region","Kallang","327848","1.32827039831123","103.866082210577"
"N.A.","118H Tanah Merah Besar Lane ","1","435","Land","4350000","10000","929","2013-09-24","Detached House","Freehold","2013","Resale","Private","17","49","498942","East Region","Changi  ","498942","1.35867950354824","103.975464915773"
"N.A.","11 Mayflower Place ","1","320","Land","3450000","10795","1003","2013-10-16","Semi-Detached House","Freehold","Unknown","Resale","Private","20","56","568692","North East Region","Ang Mo Kio","568692","1.37372530425552","103.839817469774"
"N.A.","254 Onan Road ","1","182","Land","3700000","20307","1887","2013-09-20","Terrace House","Freehold","2013","Resale","Private","15","42","424643","Central Region","Geylang","424643","1.31051721129732","103.900596105313"
"N.A.","12 East Sussex Lane ","1","1403","Land","22500000","16037","1490","2014-01-10","Detached House","Freehold","2006","Resale","Private","10","27","279815","Central Region","Bukit Timah","279815","1.31328001628165","103.789778723516"
"N.A.","90 Holland Road  #06-05 ","1","91","Strata","1495000","16429","1526","2013-08-12","Condominium","Freehold","1995","Resale","Private","10","27","278535","Central Region","Bukit Timah","278535","1.31157263988066","103.802576805243"
"N.A.","92 Gerald Drive ","1","230","Land","3380000","14683","1364","2013-11-10","Semi-Detached House","999 Yrs From 01/01/1886","2005","Resale","Private","28","79","797662","North East Region","Hougang","797662","1.38585822772294","103.878133421594"
"N.A.","9C Jalan Raya ","1","344","Land","4930000","14323","1331","2013-09-04","Semi-Detached House","Freehold","1974","Resale","Private","13","36","368548","Central Region","Geylang","368548","1.32874545630411","103.882512081233"
"N.A.","72 Jalan Tari Piring ","1","157","Land","2800000","17823","1656","2013-10-24","Terrace House","999 Yrs From 01/01/1879","Unknown","Resale","HDB","28","79","799225","North East Region","Sengkang","799225","1.40039159652651","103.871499472374"
"N.A.","70 Gardenia Road ","1","182","Land","3350000","18386","1708","2013-09-12","Terrace House","Freehold","Unknown","Resale","Private","20","57","578851","Central Region","Bishan","578851","1.35548702511785","103.827536886109"
"N.A.","14A Lorong Salleh ","1","303","Land","4150000","13719","1275","2014-01-10","Semi-Detached House","Freehold","Unknown","Resale","Private","14","41","416768","East Region","Bedok","416768","1.32364947975357","103.907081155456"
"N.A.","28 Evergreen Avenue ","1","337","Land","4450000","13189","1225","2013-10-08","Semi-Detached House","Freehold","Unknown","Resale","Private","16","46","468944","East Region","Bedok","468944","1.31633589251435","103.935227311074"
"N.A.","27A Jalan Chengkek ","1","249","Land","3000000","12039","1118","2013-11-08","Terrace House","Freehold","1980","Resale","HDB","13","36","369249","Central Region","Geylang","369249","1.33097652784755","103.884782573587"
"N.A.","852 Dunearn Road  #06-07 ","1","79","Strata","1160000","14684","1364","2013-09-11","Semi-Detached House","99 Yrs From 09/09/1999","Unknown","Resale","Private","21","58","589462","Central Region","Bukit Timah","589462","1.33546794545946","103.786022487399"
"N.A.","51 Everitt Road ","1","156","Land","2500000","16036","1490","2013-11-08","Terrace House","Freehold","1986","Resale","Private","15","42","428604","Central Region","Geylang","428604","1.31290217151793","103.902759492993"
"N.A.","97 Cove Drive ","1","1746","Land","33000000","18905","1756","2013-09-11","Detached House","99 Yrs From 03/10/2007","2011","Resale","Private","04","09","098050","Central Region","Southern Islands","098050","1.23971037826117","103.834362392428"
"N.A.","112 Jalan Chempaka Kuning ","1","235","Land","500000","2128","198","2013-12-05","Terrace House","70 Yrs From 19/08/1964","Unknown","Resale","Private","16","48","489148","East Region","Bedok","489148","1.33266491558544","103.948608946676"
"N.A.","40 Sunset Heights ","1","798","Land","10500000","13155","1222","2013-08-15","Detached House","Freehold","Unknown","Resale","Private","21","59","597421","West Region","Clementi","597421","1.32839882724758","103.769433908166"
"N.A.","251F  ENBLOC Pasir Panjang Road ","7","1743","Strata","29000000","16638","1546","2013-12-05","Terrace House","Freehold","Unknown","Resale","Private","05","11","118616","Central Region","Queenstown","118616","1.28092305665248","103.783639240264"
"N.A.","224 Jalan Kayu ","1","390","Land","3100000","7949","738","2013-08-20","Semi-Detached House","999 Yrs From 01/01/1879","1992","Resale","HDB","28","79","799448","North East Region","Sengkang","799448","1.39614170780105","103.873328558672"
"N.A.","20 Everitt Road ","1","110","Land","2900000","26316","2445","2013-10-25","Terrace House","Freehold","1991","Resale","Private","15","42","428572","Central Region","Geylang","428572","1.3139631909014","103.901632879798"
"N.A.","102 Kew Drive ","1","161","Land","2000000","12422","1154","2013-10-01","Terrace House","99 Yrs From 03/06/1994","1997","Resale","Private","16","46","465888","East Region","Bedok","465888","1.32085339181299","103.949933732447"
"N.A.","429 Kew Crescent ","1","160","Land","1920000","12038","1118","2013-12-05","Terrace House","99 Yrs From 03/02/1994","1996","Resale","Private","16","46","466264","East Region","Bedok","466264","1.31991146542","103.947747425898"
"N.A.","25A Pulasan Road ","1","283","Land","3668000","12966","1205","2013-10-07","Semi-Detached House","Freehold","2002","Resale","Private","15","42","424421","Central Region","Marine Parade","424421","1.31131078525078","103.906894369038"
"N.A.","31B Bright Hill Crescent ","1","216","Land","3850000","17857","1659","2013-10-28","Semi-Detached House","Freehold","2000","Resale","Private","20","57","574039","Central Region","Bishan","574039","1.35696514148575","103.833823568257"
"N.A.","69 Highland Road ","1","191","Land","2200000","11549","1073","2013-09-16","Terrace House","Freehold","Unknown","Resale","Private","19","54","549157","North East Region","Hougang","549157","1.35814716658082","103.878950372714"
"N.A.","21 Andrews Terrace ","1","208","Land","2250000","10812","1004","2013-11-06","Terrace House","99 Yrs From 28/01/2008","2011","Resale","Private","27","75","757239","North Region","Sembawang","757239","1.45883255916425","103.838069521403"
"N.A.","17A Rosyth Road ","1","568","Land","6200000","10923","1015","2013-08-16","Semi-Detached House","999 Yrs From 01/01/1886","1985","Resale","Private","19","54","546158","North East Region","Hougang","546158","1.36305919582804","103.875945353977"
"N.A.","528 Lorong 3 Geylang ","1","67","Land","168000","2493","232","2014-01-02","Terrace House","60 Yrs From 01/01/1961","Unknown","Resale","Private","14","38","388965","Central Region","Kallang","388965","1.31759577236012","103.873593093339"
"N.A.","2 Jalan Seaview ","1","356","Land","4940000","13876","1289","2013-08-07","Semi-Detached House","Freehold","Unknown","Resale","Private","15","43","438316","Central Region","Marine Parade","438316","1.30006950584738","103.894253231413"
"N.A.","339A Pasir Panjang Road ","1","1205","Land","12800000","10620","987","2013-12-18","Detached House","Freehold","Unknown","Resale","Private","05","11","118670","Central Region","Queenstown","118670","1.28860195419922","103.776642516466"
"N.A.","159C Tampines Road ","1","176","Land","2100000","11925","1108","2013-08-13","Terrace House","Freehold","Unknown","Resale","Private","19","53","535156","North East Region","Hougang","535156","1.36218362265981","103.892553428751"
"N.A.","9E Da Silva Lane ","1","223","Land","2600000","11685","1086","2013-12-04","Terrace House","Freehold","Unknown","Resale","Private","19","54","549740","North East Region","Hougang","549740","1.36353975831864","103.883125867479"
"N.A.","21 Oakwood Grove ","1","176","Land","1880000","10712","995","2013-08-07","Terrace House","99 Yrs From 17/05/1995","1998","Resale","Private","25","73","738217","North Region","Woodlands","738217","1.4271748149433","103.779888637177"
"N.A.","34 Jalan Kuak ","1","91","Land","1780000","19625","1823","2013-11-05","Terrace House","Freehold","Unknown","Resale","HDB","20","57","577803","Central Region","Bishan","577803","1.35441294369389","103.840606577986"
"N.A.","259 Onan Road ","1","186","Strata","845000","4550","423","2013-09-27","Apartment","9999 Yrs From 01/03/1965","Unknown","Resale","HDB","15","42","424651","Central Region","Geylang","424651","1.31013895722064","103.901301829186"
"N.A.","2 Cove Way ","1","947","Land","17500000","18472","1716","2013-10-21","Detached House","99 Yrs From 11/07/2007","2011","Resale","HDB","04","09","098159","Central Region","Southern Islands","098159","1.24314426550453","103.838383495082"
"N.A.","10 Lorong 36 Geylang ","1","138","Land","2300000","16655","1547","2013-10-25","Terrace House","Freehold","1930","Resale","HDB","14","39","398145","Central Region","Geylang","398145","1.31367805089662","103.888149382469"
"N.A.","635 East Coast Road ","1","380","Land","5680000","14932","1387","2013-12-03","Semi-Detached House","Freehold","1998","Resale","Private","15","45","459021","East Region","Bedok","459021","1.31088793478594","103.918457533829"
"N.A.","2 Eastwood Drive ","1","257","Land","2520000","9802","911","2013-11-04","Terrace House","99 Yrs From 10/04/1995","1997","Resale","Private","16","48","486372","East Region","Bedok","486372","1.322649249226","103.955225595885"
"N.A.","8A Jalan Ishak ","1","269","Land","3050000","11321","1052","2014-01-02","Terrace House","Freehold","1983","Resale","HDB","14","41","419333","East Region","Bedok","419333","1.32511077605575","103.906905332913"
"N.A.","3 Aroozoo Avenue ","1","383","Land","3800000","9911","921","2013-12-03","Semi-Detached House","Freehold","1975","Resale","HDB","19","53","539816","North East Region","Hougang","539816","1.35437632974237","103.881744636809"
"N.A.","4 Parkstone Road ","1","905","Land","11200000","12377","1150","2014-01-24","Detached House","Freehold","1982","Resale","Private","15","43","437651","Central Region","Marine Parade","437651","1.30681816237065","103.894949799794"
"N.A.","11D Chancery Hill Walk ","1","264","Strata","3928000","14879","1382","2013-11-01","Terrace House","Freehold","2004","Resale","Private","11","30","309623","Central Region","Novena","309623","1.32307566152048","103.839270981242"
"N.A.","34 Oxley Garden ","1","159","Strata","2268290","14266","1325","2013-10-17","Apartment","Freehold","Unknown","Resale","Private","09","23","238765","Central Region","River Valley","238765","1.29725906686905","103.842216290313"
"N.A.","24 Jalan Tari Dulang ","1","151","Land","2658888","17667","1641","2013-12-31","Terrace House","999 Yrs From 01/01/1879","2008","Resale","Private","28","79","799339","North East Region","Sengkang","799339","1.39966219853949","103.870410141796"
"N.A.","15 Jalan Gumilang ","1","291","Land","3250000","11184","1039","2014-01-10","Terrace House","Freehold","Unknown","Resale","Private","23","66","668854","West Region","Bukit Batok","668854","1.35826916689263","103.760975858591"
"N.A.","12 Carpmael Road ","1","242","Land","2850000","11762","1093","2013-10-30","Terrace House","Freehold","1989","Resale","Private","15","42","429760","Central Region","Geylang","429760","1.31383704886092","103.897443821435"
"N.A.","42 Jalan Gaharu ","1","333","Land","1600000","4811","447","2013-12-30","Semi-Detached House","99 Yrs From 28/03/1952","1998","Resale","Private","21","58","588862","Central Region","Bukit Timah","588862","1.34152116124171","103.78177359617"
"N.A.","27 Inggu Road ","1","231","Land","2770000","11986","1114","2014-01-10","Terrace House","99 Yrs From 25/01/2011","2012","Resale","Private","27","75","757192","North Region","Sembawang","757192","1.46078975966386","103.839417044455"
"N.A.","138A Everitt Road ","1","105","Strata","950000","9048","841","2013-12-17","Apartment","999 Yrs From 28/10/1991","Unknown","Resale","Private","15","42","428673","Central Region","Marine Parade","428673","1.30978438965829","103.904184906465"
"N.A.","1 Pearl Island ","1","834","Land","17100000","20494","1904","2013-10-29","Detached House","99 Yrs From 03/03/2008","2012","Resale","Private","04","09","098108","Central Region","Southern Islands","098108","1.24162172796071","103.836555148693"
"N.A.","6 Upper East Coast Road  #03-03 ","1","143","Strata","1280000","8951","832","2013-11-29","Apartment","Freehold","1995","Resale","Private","15","45","455200","East Region","Bedok","455200","1.31233251708383","103.925541272976"
"N.A.","53 Lorong 6 Realty Park ","1","176","Land","2100000","11918","1107","2013-10-28","Terrace House","999 Yrs From 01/09/1876","Unknown","Resale","HDB","19","53","536866","North East Region","Hougang","536866","1.36919719004703","103.889231246887"
"N.A.","42 Belmont Road ","1","2035","Land","30500000","14988","1392","2014-01-16","Detached House","Freehold","2003","Resale","Private","10","26","269878","Central Region","Bukit Timah","269878","1.31742476868827","103.800138550345"
"N.A.","46 Jalan Sukachita ","1","206","Land","2680000","13041","1212","2013-11-29","Terrace House","Freehold","Unknown","Resale","Private","13","35","358922","North East Region","Serangoon","358922","1.34731939939089","103.865965309543"
"N.A.","10 Surrey Road  #06-02 ","1","115","Strata","2100000","18261","1696","2013-11-29","Apartment","Freehold","1993","Resale","Private","11","30","307748","Central Region","Novena","307748","1.31588022057943","103.842059534369"
"N.A.","18A Duku Lane ","1","204","Land","3100000","15181","1410","2013-12-30","Terrace House","Freehold","Unknown","Resale","Private","15","42","429322","Central Region","Marine Parade","429322","1.30946367204443","103.906663403689"
"N.A.","9D Harlyn Road ","1","464","Land","10100000","21786","2024","2014-01-16","Detached House","Freehold","2000","Resale","Private","11","29","299460","Central Region","Novena","299460","1.32468034517668","103.822980751569"
"N.A.","31 Coronation Drive ","1","357","Land","6400000","17912","1664","2014-01-08","Semi-Detached House","999 Yrs From 27/12/1875","1982","Resale","Private","10","26","269585","Central Region","Bukit Timah","269585","1.32290319278629","103.805080121412"
"N.A.","3 Pearl Island ","1","950","Land","19500000","20518","1906","2013-10-28","Detached House","99 Yrs From 03/03/2008","2012","Resale","Private","04","09","098109","Central Region","Southern Islands","098109","1.24141982113113","103.836604516993"
"N.A.","27 Jalan Lapang ","1","221","Land","3200000","14480","1345","2013-10-24","Terrace House","Freehold","Unknown","Resale","Private","14","41","418984","East Region","Bedok","418984","1.32280047023177","103.917660542996"
"N.A.","28 Limau Grove ","1","156","Land","2180000","13956","1297","2013-12-30","Terrace House","Freehold","1991","Resale","Private","16","46","467830","East Region","Bedok","467830","1.32296013360409","103.951778387612"
"N.A.","67 Cove Drive ","1","725","Land","16180000","22323","2074","2013-11-28","Detached House","99 Yrs From 04/06/2007","2012","Resale","Private","04","09","098055","Central Region","Southern Islands","098055","1.24200567996811","103.835545814495"
"N.A.","41A Everitt Road ","1","157","Land","2888000","18454","1714","2014-01-20","Terrace House","Freehold","1993","Resale","Private","15","42","428595","Central Region","Geylang","428595","1.31315802479081","103.903159446916"
"N.A.","23 Gentle Road ","1","208","Land","4600000","22147","2058","2013-12-27","Terrace House","Freehold","2001","Resale","Private","11","30","309143","Central Region","Novena","309143","1.31959635284256","103.839960455284"
"N.A.","19A Vaughan Road ","1","401","Land","3730000","9306","865","2013-11-27","Terrace House","Freehold","1969","Resale","Private","13","35","358107","North East Region","Serangoon","358107","1.34802918859409","103.870847304122"
"N.A.","21 Lorong Tahar  #04-02 ","1","109","Strata","1040000","9541","886","2013-10-24","Apartment","Freehold","1999","Resale","HDB","14","38","387757","Central Region","Geylang","387757","1.31267197560411","103.875595103544"
"N.A.","19 Namly Crescent ","1","384","Land","7900000","20573","1911","2014-01-08","Semi-Detached House","Freehold","2005","Resale","Private","10","26","267534","Central Region","Bukit Timah","267534","1.32640686557113","103.795819094162"
"N.A.","102 Chun Tin Road ","1","305","Land","3600000","11807","1097","2013-12-13","Semi-Detached House","Freehold","1972","Resale","Private","21","59","599678","Central Region","Bukit Timah","599678","1.34497605228404","103.771853807574"
"NASSIM PARK RESIDENCES","17 Nassim Road  #02-09 ","1","323","Strata","12000000","37152","3451","2013-12-12","Condominium","Freehold","2011","Resale","Private","10","25","258391","Central Region","Tanglin","258391","1.30788843844804","103.822990676989"
"NASSIM PARK RESIDENCES","17 Nassim Road  #04-08 ","1","322","Strata","13170800","40903","3800","2013-11-28","Condominium","Freehold","2011","Resale","Private","10","25","258391","Central Region","Tanglin","258391","1.30788843844804","103.822990676989"
"NATHAN PLACE","16 Nathan Road  #01-01 ","1","136","Strata","2415600","17762","1650","2014-01-10","Condominium","Freehold","2006","Resale","Private","10","24","248742","Central Region","Tanglin","248742","1.29537368071334","103.826206382874"
"NATHAN RESIDENCES","23 Nathan Road  #04-02 ","1","73","Strata","1533000","21000","1951","2013-11-11","Apartment","Freehold","2013","Sub Sale","Private","10","24","248744","Central Region","Tanglin","248744","1.29456208050616","103.827368709032"
"NATHAN SUITES","21 Nathan Road  #12-04 ","1","86","Strata","1828000","21256","1975","2013-10-11","Apartment","Freehold","Uncompleted","Sub Sale","Private","10","24","248743","Central Region","Tanglin","248743","1.29522123352226","103.827149603094"
"NAUNG RESIDENCE","1 Jalan Naung  #04-07 ","1","51","Strata","802000","15725","1461","2013-08-22","Apartment","999 Yrs From 19/02/1883","Uncompleted","New Sale","Private","19","53","537670","North East Region","Hougang","537670","1.36797019805248","103.892635801981"
"NAUNG RESIDENCE","1 Jalan Naung  #02-07 ","1","51","Strata","796000","15608","1450","2013-09-18","Apartment","999 Yrs From 19/02/1883","Uncompleted","New Sale","HDB","19","53","537670","North East Region","Hougang","537670","1.36797019805248","103.892635801981"
"NEPTUNE COURT","8 Marine Vista  #03-29 ","1","118","Strata","920000","7797","724","2013-11-01","Apartment","99 Yrs From 01/09/1976","1975","Resale","HDB","15","44","449032","East Region","Bedok","449032","1.30692916962741","103.921267010391"
"NEPTUNE COURT","7 Marine Vista  #06-15 ","1","118","Strata","1010000","8559","795","2013-09-18","Apartment","99 Yrs From 01/09/1976","1975","Resale","Private","15","44","449031","East Region","Bedok","449031","1.3076107088529","103.921525899998"
"NEPTUNE COURT","3 Marine Vista  #04-61 ","1","152","Strata","1170000","7697","715","2013-12-03","Apartment","99 Yrs From 01/11/1975","1975","Resale","HDB","15","44","449027","East Region","Bedok","449027","1.30574541635794","103.922870688687"
"NEPTUNE COURT","4 Marine Vista  #17-59 ","1","152","Strata","1450000","9539","886","2013-09-02","Apartment","99 Yrs From 01/11/1975","1975","Resale","HDB","15","44","449028","East Region","Bedok","449028","1.30638114521754","103.922691113371"
"NEPTUNE COURT","8 Marine Vista  #09-27 ","1","118","Strata","1040000","8814","819","2013-12-04","Apartment","99 Yrs From 01/09/1976","1975","Resale","Private","15","44","449032","East Region","Bedok","449032","1.30692916962741","103.921267010391"
"NEPTUNE COURT","4 Marine Vista  #21-55 ","1","152","Strata","1485000","9770","908","2013-09-26","Apartment","99 Yrs From 01/11/1975","1975","Resale","Private","15","44","449028","East Region","Bedok","449028","1.30638114521754","103.922691113371"
"NEPTUNE COURT","9 Marine Vista  #21-03 ","1","118","Strata","1180000","10000","929","2013-09-19","Apartment","99 Yrs From 01/09/1976","1975","Resale","Private","15","44","449033","East Region","Bedok","449033","1.3073818552252","103.921009255591"
"NEPTUNE COURT","4 Marine Vista  #03-55 ","1","152","Strata","1250000","8224","764","2013-08-01","Apartment","99 Yrs From 01/11/1975","Unknown","Resale","Private","15","44","449028","East Region","Bedok","449028","1.30638114521754","103.922691113371"
"NEPTUNE COURT","2 Marine Vista  #12-69 ","1","152","Strata","1295000","8520","792","2013-08-02","Apartment","99 Yrs From 01/11/1975","1975","Resale","Private","15","44","449026","East Region","Bedok","449026","1.30547240587629","103.921914306351"
"NEPTUNE COURT","6 Marine Vista  #23-23 ","1","118","Strata","1150000","9746","905","2013-08-28","Apartment","99 Yrs From 01/09/1976","1975","Resale","HDB","15","44","449030","East Region","Bedok","449030","1.30779940749261","103.922328076961"
"NEWEST","3 West Coast Drive  #03-46 ","1","226","Strata","2216004","9805","911","2013-10-21","Apartment","956 Yrs From 27/05/1928","Uncompleted","New Sale","HDB","05","12","128021","West Region","Clementi","128021","1.31639894646629","103.757456382179"
"NEWEST","3 West Coast Drive  #03-58 ","1","223","Strata","2181600","9783","909","2013-08-30","Apartment","956 Yrs From 27/05/1928","Uncompleted","New Sale","Private","05","12","128021","West Region","Clementi","128021","1.31639894646629","103.757456382179"
