"Project Name","Address","No. of Units","Area (sqm)","Type of Area","Transacted Price ($)","Unit Price ($ psm)","Unit Price ($ psf)","Contract Date","Property Type","Tenure","Completion Date","Type of Sale","Purchaser Address Indicator","Postal District","Postal Sector","Postal Code","Planning Region","Planning Area","Postal Code","latitude","longitude"
"THE FLORAVALE","224 Westwood Avenue  #10-16 ","1","131","Strata","1038000","7924","736","2013-11-29","Executive Condominium","99 Yrs From 16/12/1997","2000","Resale","HDB","22","64","648356","West Region","Jurong West","648356","1.35106923113124","103.696526412128"
"THE FLORAVALE","218 Westwood Avenue  #10-04 ","1","130","Strata","1028000","7908","735","2013-11-28","Executive Condominium","99 Yrs From 16/12/1997","2000","Resale","HDB","22","64","648351","West Region","Jurong West","648351","1.35101805555153","103.697190332841"
"THE FLORIDA","76 Hougang Avenue 7  #10-20 ","1","129","Strata","955000","7403","688","2014-01-13","Executive Condominium","99 Yrs From 16/12/1997","2000","Resale","Private","19","53","538807","North East Region","Hougang","538807","1.3741371169297","103.900583165554"
"THE FLORIDA","72 Hougang Avenue 7  #06-10 ","1","114","Strata","888888","7797","724","2014-01-03","Executive Condominium","99 Yrs From 16/12/1997","2000","Resale","HDB","19","53","538805","North East Region","Hougang","538805","1.37355850238988","103.900037165872"
"THE FLORIDA","76 Hougang Avenue 7  #08-17 ","1","121","Strata","1000000","8264","768","2013-09-16","Executive Condominium","99 Yrs From 16/12/1997","2000","Resale","HDB","19","53","538807","North East Region","Hougang","538807","1.3741371169297","103.900583165554"
"THE FLORIDA","78 Hougang Avenue 7  #14-25 ","1","113","Strata","965000","8540","793","2013-10-29","Executive Condominium","99 Yrs From 16/12/1997","2000","Resale","Private","19","53","534260","North East Region","Hougang","534260","1.37393257472742","103.901140297382"
"THE FORD @ HOLLAND","1 Ford Avenue  #02-06 ","1","52","Strata","1100000","21154","1965","2014-01-09","Condominium","Freehold","2009","Resale","HDB","10","26","268685","Central Region","Bukit Timah","268685","1.31351506190348","103.793689741846"
"THE FORESTA @ MOUNT FABER","100 Wishart Road  #01-03 ","1","58","Strata","1130000","19483","1810","2013-12-27","Condominium","Freehold","Uncompleted","New Sale","Private","04","09","098748","Central Region","Bukit Merah","098748","1.27035025539622","103.813967319685"
"THE GALE","62 Flora Road  #03-03 ","1","125","Strata","1415000","11320","1052","2013-09-11","Condominium","Freehold","2013","Resale","HDB","17","50","509746","East Region","Pasir Ris","509746","1.35906993804612","103.966591309666"
"THE GALE","64 Flora Road  #04-08 ","1","152","Strata","1700000","11184","1039","2014-01-02","Condominium","Freehold","2013","Resale","Private","17","50","506911","East Region","Pasir Ris","506911","1.35900307849405","103.966869320772"
"THE GALE","78 Flora Road  #05-44 ","1","96","Strata","1195000","12448","1156","2013-09-06","Condominium","Freehold","2013","Resale","HDB","17","50","506918","East Region","Pasir Ris","506918","1.35808592547655","103.967320803092"
"THE GARDENS AT BISHAN","7 Sin Ming Walk  #02-12 ","1","82","Strata","900000","10976","1020","2013-10-18","Condominium","99 Yrs From 22/03/1997","2004","Resale","HDB","20","57","575577","Central Region","Bishan","575577","1.36445370144238","103.831030989124"
"THE GARDENS AT BISHAN","3 Sin Ming Walk  #14-27 ","1","82","Strata","1031000","12573","1168","2013-09-06","Condominium","99 Yrs From 22/03/1997","2004","Resale","Private","20","57","575575","Central Region","Bishan","575575","1.36401037273213","103.831823650699"
"THE GARDENS AT BISHAN","3 Sin Ming Walk  #07-29 ","1","82","Strata","950000","11585","1076","2013-12-11","Condominium","99 Yrs From 22/03/1997","2004","Resale","Private","20","57","575575","Central Region","Bishan","575575","1.36401037273213","103.831823650699"
"THE GARDENS AT BISHAN","1 Sin Ming Walk  #10-38 ","1","112","Strata","1320000","11786","1095","2013-09-02","Condominium","99 Yrs From 22/03/1997","2004","Resale","Private","20","57","575574","Central Region","Bishan","575574","1.36398882747134","103.832454528251"
"THE GARDENS AT BISHAN","7 Sin Ming Walk  #16-12 ","1","82","Strata","1020000","12439","1156","2013-10-25","Condominium","99 Yrs From 22/03/1997","2004","Resale","Private","20","57","575577","Central Region","Bishan","575577","1.36445370144238","103.831030989124"
"THE GARDENS AT BISHAN","3 Sin Ming Walk  #15-26 ","1","82","Strata","1038000","12659","1176","2013-10-28","Condominium","99 Yrs From 22/03/1997","2004","Resale","HDB","20","57","575575","Central Region","Bishan","575575","1.36401037273213","103.831823650699"
"THE GARDENS AT BISHAN","1 Sin Ming Walk  #20-35 ","1","158","Strata","1710000","10823","1005","2013-12-13","Condominium","99 Yrs From 22/03/1997","2004","Resale","Private","20","57","575574","Central Region","Bishan","575574","1.36398882747134","103.832454528251"
"THE GLACIER","260 Joo Chiat Place  #02-01 ","1","124","Strata","1450000","11694","1086","2013-10-04","Apartment","Freehold","2004","Resale","HDB","15","42","427941","East Region","Bedok","427941","1.31425012996629","103.907321619002"
"THE GLADES","8 Bedok Rise  #10-25 ","1","99","Strata","1657500","16742","1555","2013-09-30","Condominium","99 Yrs From 21/01/2013","Uncompleted","New Sale","HDB","16","46","469600","East Region","Bedok","469600","1.32664298411221","103.947634027875"
"THE GLADES","18 Bedok Rise  #09-56 ","1","44","Strata","776100","17639","1639","2014-01-15","Condominium","99 Yrs From 21/01/2013","Uncompleted","New Sale","HDB","16","46","465410","East Region","Bedok","465410","1.32748597234925","103.949504166536"
"THE GLADES","20 Bedok Rise  #07-61 ","1","62","Strata","929600","14994","1393","2013-12-18","Condominium","99 Yrs From 21/01/2013","Uncompleted","New Sale","HDB","16","46","465411","East Region","Bedok","465411","1.32767658781445","103.94980517273"
"THE GLADES","8 Bedok Rise  #07-26 ","1","140","Strata","2021700","14441","1342","2013-09-27","Condominium","99 Yrs From 21/01/2013","Uncompleted","New Sale","Private","16","46","469600","East Region","Bedok","469600","1.32664298411221","103.947634027875"
"THE GLADES","12 Bedok Rise  #05-47 ","1","42","Strata","663800","15805","1468","2013-12-12","Condominium","99 Yrs From 21/01/2013","Uncompleted","New Sale","HDB","16","46","465407","East Region","Bedok","465407","1.32731725835465","103.948363452004"
"THE GLADES","4 Bedok Rise  #06-11 ","1","63","Strata","1001500","15897","1477","2013-10-03","Condominium","99 Yrs From 21/01/2013","Uncompleted","New Sale","HDB","16","46","469598","East Region","Bedok","469598","1.32685441413861","103.948526349023"
"THE GLADES","4 Bedok Rise  #07-12 ","1","62","Strata","992100","16002","1487","2013-09-27","Condominium","99 Yrs From 21/01/2013","Uncompleted","New Sale","Private","16","46","469598","East Region","Bedok","469598","1.32685441413861","103.948526349023"
"THE GLADES","6 Bedok Rise  #06-20 ","1","67","Strata","995700","14861","1381","2013-11-21","Condominium","99 Yrs From 21/01/2013","Uncompleted","New Sale","HDB","16","46","469599","East Region","Bedok","469599","1.32665908154166","103.948162986836"
"THE GLADES","4 Bedok Rise  #07-09 ","1","93","Strata","1473400","15843","1472","2013-10-03","Condominium","99 Yrs From 21/01/2013","Uncompleted","New Sale","Private","16","46","469598","East Region","Bedok","469598","1.32685441413861","103.948526349023"
"THE GLADES","4 Bedok Rise  #01-09 ","1","111","Strata","1588300","14309","1329","2013-12-12","Condominium","99 Yrs From 21/01/2013","Uncompleted","New Sale","HDB","16","46","469598","East Region","Bedok","469598","1.32685441413861","103.948526349023"
"THE GLADES","6 Bedok Rise  #05-15 ","1","54","Strata","895000","16574","1540","2013-11-20","Condominium","99 Yrs From 21/01/2013","Uncompleted","New Sale","HDB","16","46","469599","East Region","Bedok","469599","1.32665908154166","103.948162986836"
"THE GLADES","12 Bedok Rise  #03-46 ","1","42","Strata","699600","16657","1547","2013-10-03","Condominium","99 Yrs From 21/01/2013","Uncompleted","New Sale","HDB","16","46","465407","East Region","Bedok","465407","1.32731725835465","103.948363452004"
"THE GLADES","2 Bedok Rise  #09-03 ","1","79","Strata","1347000","17051","1584","2013-09-27","Condominium","99 Yrs From 21/01/2013","Uncompleted","New Sale","HDB","16","46","469597","East Region","Bedok","469597","1.32713313602434","103.948931009928"
"THE GLADES","4 Bedok Rise  #09-12 ","1","62","Strata","1011560","16315","1516","2013-11-06","Condominium","99 Yrs From 21/01/2013","Uncompleted","New Sale","HDB","16","46","469598","East Region","Bedok","469598","1.32685441413861","103.948526349023"
"THE GLADES","12 Bedok Rise  #05-46 ","1","42","Strata","709800","16900","1570","2013-10-03","Condominium","99 Yrs From 21/01/2013","Uncompleted","New Sale","HDB","16","46","465407","East Region","Bedok","465407","1.32731725835465","103.948363452004"
"THE GLADES","20 Bedok Rise  #09-65 ","1","78","Strata","1223000","15679","1457","2013-09-26","Condominium","99 Yrs From 21/01/2013","Uncompleted","New Sale","HDB","16","46","465411","East Region","Bedok","465411","1.32767658781445","103.94980517273"
"THE GLADES","6 Bedok Rise  #05-18 ","1","55","Strata","907100","16493","1532","2013-09-26","Condominium","99 Yrs From 21/01/2013","Uncompleted","New Sale","HDB","16","46","469599","East Region","Bedok","469599","1.32665908154166","103.948162986836"
"THE GLADES","12 Bedok Rise  #08-37 ","1","65","Strata","1080300","16620","1544","2013-10-07","Condominium","99 Yrs From 21/01/2013","Uncompleted","New Sale","Private","16","46","465407","East Region","Bedok","465407","1.32731725835465","103.948363452004"
"THE GLADES","6 Bedok Rise  #07-17 ","1","67","Strata","1070900","15984","1485","2013-09-18","Condominium","99 Yrs From 21/01/2013","Uncompleted","New Sale","Private","16","46","469599","East Region","Bedok","469599","1.32665908154166","103.948162986836"
"THE GLADES","18 Bedok Rise  #09-54 ","1","92","Strata","1453100","15795","1467","2013-10-03","Condominium","99 Yrs From 21/01/2013","Uncompleted","New Sale","Private","16","46","465410","East Region","Bedok","465410","1.32748597234925","103.949504166536"
"THE GLADES","6 Bedok Rise  #01-16 ","1","78","Strata","1135600","14559","1353","2013-10-24","Condominium","99 Yrs From 21/01/2013","Uncompleted","New Sale","Private","16","46","469599","East Region","Bedok","469599","1.32665908154166","103.948162986836"
"THE GLADES","6 Bedok Rise  #09-18 ","1","55","Strata","937500","17045","1584","2013-10-03","Condominium","99 Yrs From 21/01/2013","Uncompleted","New Sale","HDB","16","46","469599","East Region","Bedok","469599","1.32665908154166","103.948162986836"
"THE GLADES","12 Bedok Rise  #07-48 ","1","53","Strata","795000","15000","1394","2014-01-06","Condominium","99 Yrs From 21/01/2013","Uncompleted","New Sale","HDB","16","46","465407","East Region","Bedok","465407","1.32731725835465","103.948363452004"
"THE GLADES","8 Bedok Rise  #09-26 ","1","140","Strata","2052100","14658","1362","2013-09-26","Condominium","99 Yrs From 21/01/2013","Uncompleted","New Sale","Private","16","46","469600","East Region","Bedok","469600","1.32664298411221","103.947634027875"
"THE GLADES","12 Bedok Rise  #08-39 ","1","53","Strata","914900","17262","1604","2013-11-07","Condominium","99 Yrs From 21/01/2013","Uncompleted","New Sale","HDB","16","46","465407","East Region","Bedok","465407","1.32731725835465","103.948363452004"
"THE GLADES","16 Bedok Rise  #09-51 ","1","94","Strata","1538100","16363","1520","2013-09-26","Condominium","99 Yrs From 21/01/2013","Uncompleted","New Sale","Private","16","46","465409","East Region","Bedok","465409","1.32730425640615","103.949228074977"
"THE GLADES","12 Bedok Rise  #07-39 ","1","53","Strata","902400","17026","1582","2013-10-11","Condominium","99 Yrs From 21/01/2013","Uncompleted","New Sale","Private","16","46","465407","East Region","Bedok","465407","1.32731725835465","103.948363452004"
"THE GLADES","20 Bedok Rise  #10-60 ","1","62","Strata","970300","15650","1454","2013-09-27","Condominium","99 Yrs From 21/01/2013","Uncompleted","New Sale","HDB","16","46","465411","East Region","Bedok","465411","1.32767658781445","103.94980517273"
"THE GLADES","12 Bedok Rise  #05-40 ","1","42","Strata","751900","17902","1663","2013-10-02","Condominium","99 Yrs From 21/01/2013","Uncompleted","New Sale","HDB","16","46","465407","East Region","Bedok","465407","1.32731725835465","103.948363452004"
"THE GLADES","16 Bedok Rise  #08-49 ","1","119","Strata","1879000","15790","1467","2013-09-26","Condominium","99 Yrs From 21/01/2013","Uncompleted","New Sale","HDB","16","46","465409","East Region","Bedok","465409","1.32730425640615","103.949228074977"
"THE GLADES","12 Bedok Rise  #03-48 ","1","53","Strata","775100","14625","1359","2013-12-03","Condominium","99 Yrs From 21/01/2013","Uncompleted","New Sale","HDB","16","46","465407","East Region","Bedok","465407","1.32731725835465","103.948363452004"
"THE GLADES","2 Bedok Rise  #01-06 ","1","110","Strata","1609100","14628","1359","2013-11-15","Condominium","99 Yrs From 21/01/2013","Uncompleted","New Sale","Private","16","46","469597","East Region","Bedok","469597","1.32713313602434","103.948931009928"
"THE GLADES","2 Bedok Rise  #10-04 ","1","84","Strata","1128300","13432","1248","2013-12-10","Condominium","99 Yrs From 21/01/2013","Uncompleted","New Sale","HDB","16","46","469597","East Region","Bedok","469597","1.32713313602434","103.948931009928"
"THE GLADES","16 Bedok Rise  #10-51 ","1","94","Strata","1545100","16437","1527","2013-09-25","Condominium","99 Yrs From 21/01/2013","Uncompleted","New Sale","Private","16","46","465409","East Region","Bedok","465409","1.32730425640615","103.949228074977"
"THE GLADES","10 Bedok Rise  #08-32 ","1","54","Strata","931300","17246","1602","2013-10-07","Condominium","99 Yrs From 21/01/2013","Uncompleted","New Sale","Private","16","46","469601","East Region","Bedok","469601","1.32708115230362","103.947772361333"
"THE GLADES","4 Bedok Rise  #03-07 ","1","63","Strata","1002300","15910","1478","2013-10-11","Condominium","99 Yrs From 21/01/2013","Uncompleted","New Sale","Private","16","46","469598","East Region","Bedok","469598","1.32685441413861","103.948526349023"
"THE GLADES","4 Bedok Rise  #10-12 ","1","78","Strata","1072500","13750","1277","2013-09-16","Condominium","99 Yrs From 21/01/2013","Uncompleted","New Sale","Private","16","46","469598","East Region","Bedok","469598","1.32685441413861","103.948526349023"
"THE GLADES","6 Bedok Rise  #11-17 ","1","67","Strata","1131000","16881","1568","2013-09-30","Condominium","99 Yrs From 21/01/2013","Uncompleted","New Sale","Private","16","46","469599","East Region","Bedok","469599","1.32665908154166","103.948162986836"
"THE GLADES","2 Bedok Rise  #09-04 ","1","67","Strata","1119300","16706","1552","2014-01-13","Condominium","99 Yrs From 21/01/2013","Uncompleted","New Sale","HDB","16","46","469597","East Region","Bedok","469597","1.32713313602434","103.948931009928"
"THE GLADES","4 Bedok Rise  #10-10 ","1","81","Strata","1092000","13481","1252","2013-09-30","Condominium","99 Yrs From 21/01/2013","Uncompleted","New Sale","Private","16","46","469598","East Region","Bedok","469598","1.32685441413861","103.948526349023"
"THE GLADES","6 Bedok Rise  #03-15 ","1","54","Strata","895400","16581","1540","2013-11-13","Condominium","99 Yrs From 21/01/2013","Uncompleted","New Sale","HDB","16","46","469599","East Region","Bedok","469599","1.32665908154166","103.948162986836"
